freq,T_b,Flux,T_RJ
Float,Float,Float,Float
GHz,K,Jy,K
Frequency,Brightness temperature,Total flux,Rayleigh-Jeans temperature
10439.0,55.1196,42.62,0.0563
10440.0,55.1204,42.6,0.0563
10441.0,55.1212,42.58,0.0563
10442.0,55.122,42.56,0.0562
10443.0,55.1228,42.54,0.0562
10444.0,55.1236,42.52,0.0562
10445.0,55.1244,42.5,0.0561
10446.0,55.1252,42.48,0.0561
10447.0,55.126,42.47,0.0561
10448.0,55.1267,42.45,0.056
10449.0,55.1275,42.43,0.056
10450.0,55.1283,42.41,0.0559
10451.0,55.1291,42.39,0.0559
10452.0,55.1299,42.37,0.0559
10453.0,55.1307,42.35,0.0558
10454.0,55.1315,42.33,0.0558
10455.0,55.1323,42.31,0.0558
10456.0,55.1331,42.3,0.0557
10457.0,55.1339,42.28,0.0557
10458.0,55.1347,42.26,0.0557
10459.0,55.1355,42.24,0.0556
10460.0,55.1363,42.22,0.0556
10461.0,55.1371,42.2,0.0556
10462.0,55.1379,42.18,0.0555
10463.0,55.1387,42.16,0.0555
10464.0,55.1395,42.15,0.0555
10465.0,55.1403,42.13,0.0554
10466.0,55.1411,42.11,0.0554
10467.0,55.1419,42.09,0.0554
10468.0,55.1427,42.07,0.0553
10469.0,55.1435,42.05,0.0553
10470.0,55.1442,42.03,0.0552
10471.0,55.145,42.01,0.0552
10472.0,55.1458,41.99,0.0552
10473.0,55.1466,41.98,0.0551
10474.0,55.1474,41.96,0.0551
10475.0,55.1482,41.94,0.0551
10476.0,55.149,41.92,0.055
10477.0,55.1498,41.9,0.055
10478.0,55.1506,41.88,0.055
10479.0,55.1514,41.86,0.0549
10480.0,55.1522,41.84,0.0549
10481.0,55.153,41.83,0.0549
10482.0,55.1538,41.81,0.0548
10483.0,55.1546,41.79,0.0548
10484.0,55.1554,41.77,0.0548
10485.0,55.1562,41.75,0.0547
10486.0,55.157,41.73,0.0547
10487.0,55.1578,41.71,0.0547
10488.0,55.1586,41.69,0.0546
10489.0,55.1594,41.68,0.0546
10490.0,55.1602,41.66,0.0545
10491.0,55.1609,41.64,0.0545
10492.0,55.1617,41.62,0.0545
10493.0,55.1625,41.6,0.0544
10494.0,55.1633,41.58,0.0544
10495.0,55.1641,41.56,0.0544
10496.0,55.1649,41.54,0.0543
10497.0,55.1657,41.52,0.0543
10498.0,55.1665,41.51,0.0543
10499.0,55.1673,41.49,0.0542
10500.0,55.1681,41.47,0.0542
10501.0,55.1689,41.45,0.0542
10502.0,55.1697,41.43,0.0541
10503.0,55.1705,41.41,0.0541
10504.0,55.1713,41.39,0.0541
10505.0,55.1721,41.37,0.054
10506.0,55.1729,41.36,0.054
10507.0,55.1737,41.34,0.0539
10508.0,55.1745,41.32,0.0539
10509.0,55.1753,41.3,0.0539
10510.0,55.1761,41.28,0.0538
10511.0,55.1769,41.26,0.0538
10512.0,55.1777,41.24,0.0538
10513.0,55.1784,41.22,0.0537
10514.0,55.1792,41.21,0.0537
10515.0,55.18,41.19,0.0537
10516.0,55.1808,41.17,0.0536
10517.0,55.1816,41.15,0.0536
10518.0,55.1824,41.13,0.0536
10519.0,55.1832,41.11,0.0535
10520.0,55.184,41.09,0.0535
10521.0,55.1848,41.07,0.0535
10522.0,55.1856,41.05,0.0534
10523.0,55.1864,41.04,0.0534
10524.0,55.1872,41.02,0.0534
10525.0,55.188,41.0,0.0533
10526.0,55.1888,40.98,0.0533
10527.0,55.1896,40.96,0.0532
10528.0,55.1904,40.94,0.0532
10529.0,55.1912,40.92,0.0532
10530.0,55.192,40.9,0.0531
10531.0,55.1928,40.89,0.0531
10532.0,55.1936,40.87,0.0531
10533.0,55.1944,40.85,0.053
10534.0,55.1952,40.83,0.053
10535.0,55.1959,40.81,0.053
10536.0,55.1967,40.79,0.0529
10537.0,55.1975,40.77,0.0529
10538.0,55.1983,40.75,0.0529
10539.0,55.1991,40.74,0.0528
10540.0,55.1999,40.72,0.0528
10541.0,55.2007,40.7,0.0528
10542.0,55.2015,40.68,0.0527
10543.0,55.2023,40.66,0.0527
10544.0,55.2031,40.64,0.0526
10545.0,55.2039,40.62,0.0526
10546.0,55.2047,40.6,0.0526
10547.0,55.2055,40.58,0.0525
10548.0,55.2063,40.57,0.0525
10549.0,55.2071,40.55,0.0525
10550.0,55.2079,40.53,0.0524
10551.0,55.2087,40.51,0.0524
10552.0,55.2095,40.49,0.0524
10553.0,55.2103,40.47,0.0523
10554.0,55.2111,40.45,0.0523
10555.0,55.2119,40.43,0.0523
10556.0,55.2127,40.42,0.0522
10557.0,55.2134,40.4,0.0522
10558.0,55.2142,40.38,0.0522
10559.0,55.215,40.36,0.0521
10560.0,55.2158,40.34,0.0521
10561.0,55.2166,40.32,0.0521
10562.0,55.2174,40.3,0.052
10563.0,55.2182,40.28,0.052
10564.0,55.219,40.27,0.0519
10565.0,55.2198,40.25,0.0519
10566.0,55.2206,40.23,0.0519
10567.0,55.2214,40.21,0.0518
10568.0,55.2222,40.19,0.0518
10569.0,55.223,40.17,0.0518
10570.0,55.2238,40.15,0.0517
10571.0,55.2246,40.13,0.0517
10572.0,55.2254,40.11,0.0517
10573.0,55.2262,40.1,0.0516
10574.0,55.227,40.08,0.0516
10575.0,55.2278,40.06,0.0516
10576.0,55.2286,40.04,0.0515
10577.0,55.2294,40.02,0.0515
10578.0,55.2301,40.0,0.0515
10579.0,55.2309,39.98,0.0514
10580.0,55.2317,39.96,0.0514
10581.0,55.2325,39.95,0.0514
10582.0,55.2333,39.93,0.0513
10583.0,55.2341,39.91,0.0513
10584.0,55.2349,39.89,0.0512
10585.0,55.2357,39.87,0.0512
10586.0,55.2365,39.85,0.0512
10587.0,55.2373,39.83,0.0511
10588.0,55.2381,39.81,0.0511
10589.0,55.2389,39.79,0.0511
10590.0,55.2397,39.78,0.051
10591.0,55.2405,39.76,0.051
10592.0,55.2413,39.74,0.051
10593.0,55.2421,39.72,0.0509
10594.0,55.2429,39.7,0.0509
10595.0,55.2437,39.68,0.0509
10596.0,55.2445,39.66,0.0508
10597.0,55.2453,39.64,0.0508
10598.0,55.2461,39.63,0.0508
10599.0,55.2469,39.61,0.0507
10600.0,55.2476,39.59,0.0507
10601.0,55.2484,39.57,0.0506
10602.0,55.2492,39.55,0.0506
10603.0,55.25,39.53,0.0506
10604.0,55.2508,39.51,0.0505
10605.0,55.2516,39.49,0.0505
10606.0,55.2523,39.48,0.0505
10607.0,55.253,39.46,0.0504
10608.0,55.2537,39.44,0.0504
10609.0,55.2543,39.42,0.0504
10610.0,55.255,39.4,0.0504
10611.0,55.2557,39.39,0.0503
10612.0,55.2563,39.37,0.0503
10613.0,55.257,39.35,0.0503
10614.0,55.2577,39.33,0.0502
10615.0,55.2584,39.32,0.0502
10616.0,55.259,39.3,0.0502
10617.0,55.2597,39.28,0.0501
10618.0,55.2604,39.26,0.0501
10619.0,55.261,39.24,0.0501
10620.0,55.2617,39.23,0.05
10621.0,55.2624,39.21,0.05
10622.0,55.263,39.19,0.05
10623.0,55.2637,39.17,0.0499
10624.0,55.2644,39.16,0.0499
10625.0,55.2651,39.14,0.0499
10626.0,55.2657,39.12,0.0499
10627.0,55.2664,39.1,0.0498
10628.0,55.2671,39.08,0.0498
10629.0,55.2677,39.07,0.0498
10630.0,55.2684,39.05,0.0497
10631.0,55.2691,39.03,0.0497
10632.0,55.2698,39.01,0.0497
10633.0,55.2704,38.99,0.0496
10634.0,55.2711,38.98,0.0496
10635.0,55.2718,38.96,0.0496
10636.0,55.2724,38.94,0.0495
10637.0,55.2731,38.92,0.0495
10638.0,55.2738,38.91,0.0495
10639.0,55.2744,38.89,0.0494
10640.0,55.2751,38.87,0.0494
10641.0,55.2758,38.85,0.0494
10642.0,55.2765,38.83,0.0494
10643.0,55.2771,38.82,0.0493
10644.0,55.2778,38.8,0.0493
10645.0,55.2785,38.78,0.0493
10646.0,55.2791,38.76,0.0492
10647.0,55.2798,38.75,0.0492
10648.0,55.2805,38.73,0.0492
10649.0,55.2812,38.71,0.0491
10650.0,55.2818,38.69,0.0491
10651.0,55.2825,38.67,0.0491
10652.0,55.2832,38.66,0.049
10653.0,55.2838,38.64,0.049
10654.0,55.2845,38.62,0.049
10655.0,55.2852,38.6,0.049
10656.0,55.2858,38.59,0.0489
10657.0,55.2865,38.57,0.0489
10658.0,55.2872,38.55,0.0489
10659.0,55.2879,38.53,0.0488
10660.0,55.2885,38.51,0.0488
10661.0,55.2892,38.5,0.0488
10662.0,55.2899,38.48,0.0487
10663.0,55.2905,38.46,0.0487
10664.0,55.2912,38.44,0.0487
10665.0,55.2919,38.42,0.0486
10666.0,55.2925,38.41,0.0486
10667.0,55.2932,38.39,0.0486
10668.0,55.2939,38.37,0.0485
10669.0,55.2946,38.35,0.0485
10670.0,55.2952,38.34,0.0485
10671.0,55.2959,38.32,0.0485
10672.0,55.2966,38.3,0.0484
10673.0,55.2972,38.28,0.0484
10674.0,55.2979,38.26,0.0484
10675.0,55.2986,38.25,0.0483
10676.0,55.2993,38.23,0.0483
10677.0,55.2999,38.21,0.0483
10678.0,55.3006,38.19,0.0482
10679.0,55.3013,38.18,0.0482
10680.0,55.3019,38.16,0.0482
10681.0,55.3026,38.14,0.0481
10682.0,55.3033,38.12,0.0481
10683.0,55.3039,38.1,0.0481
10684.0,55.3046,38.09,0.048
10685.0,55.3053,38.07,0.048
10686.0,55.306,38.05,0.048
10687.0,55.3066,38.03,0.048
10688.0,55.3073,38.01,0.0479
10689.0,55.308,38.0,0.0479
10690.0,55.3086,37.98,0.0479
10691.0,55.3093,37.96,0.0478
10692.0,55.31,37.94,0.0478
10693.0,55.3107,37.93,0.0478
10694.0,55.3113,37.91,0.0477
10695.0,55.312,37.89,0.0477
10696.0,55.3127,37.87,0.0477
10697.0,55.3133,37.85,0.0476
10698.0,55.314,37.84,0.0476
10699.0,55.3147,37.82,0.0476
10700.0,55.3153,37.8,0.0476
10701.0,55.316,37.78,0.0475
10702.0,55.3167,37.77,0.0475
10703.0,55.3174,37.75,0.0475
10704.0,55.318,37.73,0.0474
10705.0,55.3187,37.71,0.0474
10706.0,55.3194,37.69,0.0474
10707.0,55.32,37.68,0.0473
10708.0,55.3207,37.66,0.0473
10709.0,55.3214,37.64,0.0473
10710.0,55.322,37.62,0.0472
10711.0,55.3227,37.6,0.0472
10712.0,55.3234,37.59,0.0472
10713.0,55.3241,37.57,0.0471
10714.0,55.3247,37.55,0.0471
10715.0,55.3254,37.53,0.0471
10716.0,55.3261,37.52,0.0471
10717.0,55.3267,37.5,0.047
10718.0,55.3274,37.48,0.047
10719.0,55.3281,37.46,0.047
10720.0,55.3288,37.44,0.0469
10721.0,55.3294,37.43,0.0469
10722.0,55.3301,37.41,0.0469
10723.0,55.3308,37.39,0.0468
10724.0,55.3314,37.37,0.0468
10725.0,55.3321,37.36,0.0468
10726.0,55.3328,37.34,0.0467
10727.0,55.3334,37.32,0.0467
10728.0,55.3341,37.3,0.0467
10729.0,55.3348,37.28,0.0466
10730.0,55.3355,37.27,0.0466
10731.0,55.3361,37.25,0.0466
10732.0,55.3368,37.23,0.0466
10733.0,55.3375,37.21,0.0465
10734.0,55.3381,37.19,0.0465
10735.0,55.3388,37.18,0.0465
10736.0,55.3395,37.16,0.0464
10737.0,55.3401,37.14,0.0464
10738.0,55.3408,37.12,0.0464
10739.0,55.3415,37.11,0.0463
10740.0,55.3422,37.09,0.0463
10741.0,55.3428,37.07,0.0463
10742.0,55.3435,37.05,0.0462
10743.0,55.3442,37.03,0.0462
10744.0,55.3448,37.02,0.0462
10745.0,55.3455,37.0,0.0462
10746.0,55.3462,36.98,0.0461
10747.0,55.3469,36.96,0.0461
10748.0,55.3475,36.95,0.0461
10749.0,55.3482,36.93,0.046
10750.0,55.3489,36.91,0.046
10751.0,55.3495,36.89,0.046
10752.0,55.3502,36.87,0.0459
10753.0,55.3509,36.86,0.0459
10754.0,55.3515,36.84,0.0459
10755.0,55.3522,36.82,0.0458
10756.0,55.3529,36.8,0.0458
10757.0,55.3536,36.79,0.0458
10758.0,55.3542,36.77,0.0457
10759.0,55.3549,36.75,0.0457
10760.0,55.3556,36.73,0.0457
10761.0,55.3562,36.71,0.0457
10762.0,55.3569,36.7,0.0456
10763.0,55.3576,36.68,0.0456
10764.0,55.3583,36.66,0.0456
10765.0,55.3589,36.64,0.0455
10766.0,55.3596,36.62,0.0455
10767.0,55.3603,36.61,0.0455
10768.0,55.3609,36.59,0.0454
10769.0,55.3616,36.57,0.0454
10770.0,55.3623,36.55,0.0454
10771.0,55.3629,36.54,0.0453
10772.0,55.3636,36.52,0.0453
10773.0,55.3643,36.5,0.0453
10774.0,55.365,36.48,0.0452
10775.0,55.3656,36.46,0.0452
10776.0,55.3663,36.45,0.0452
10777.0,55.367,36.43,0.0452
10778.0,55.3676,36.41,0.0451
10779.0,55.3683,36.39,0.0451
10780.0,55.369,36.38,0.0451
10781.0,55.3696,36.36,0.045
10782.0,55.3703,36.34,0.045
10783.0,55.371,36.32,0.045
10784.0,55.3717,36.3,0.0449
10785.0,55.3723,36.29,0.0449
10786.0,55.373,36.27,0.0449
10787.0,55.3737,36.25,0.0448
10788.0,55.3743,36.23,0.0448
10789.0,55.375,36.21,0.0448
10790.0,55.3757,36.2,0.0448
10791.0,55.3764,36.18,0.0447
10792.0,55.377,36.16,0.0447
10793.0,55.3777,36.14,0.0447
10794.0,55.3784,36.13,0.0446
10795.0,55.379,36.11,0.0446
10796.0,55.3797,36.09,0.0446
10797.0,55.3804,36.07,0.0445
10798.0,55.381,36.05,0.0445
10799.0,55.3817,36.04,0.0445
10800.0,55.3824,36.02,0.0444
10801.0,55.3831,36.0,0.0444
10802.0,55.3837,35.98,0.0444
10803.0,55.3844,35.97,0.0443
10804.0,55.3851,35.95,0.0443
10805.0,55.3857,35.93,0.0443
10806.0,55.3864,35.91,0.0443
10807.0,55.3871,35.89,0.0442
10808.0,55.3877,35.88,0.0442
10809.0,55.3884,35.86,0.0442
10810.0,55.3891,35.84,0.0441
10811.0,55.3898,35.82,0.0441
10812.0,55.3904,35.8,0.0441
10813.0,55.3911,35.79,0.044
10814.0,55.3918,35.77,0.044
10815.0,55.3924,35.75,0.044
10816.0,55.3931,35.73,0.0439
10817.0,55.3938,35.72,0.0439
10818.0,55.394,35.7,0.0439
10819.0,55.3941,35.68,0.0438
10820.0,55.3941,35.66,0.0438
10821.0,55.3942,35.64,0.0438
10822.0,55.3943,35.62,0.0438
10823.0,55.3943,35.6,0.0437
10824.0,55.3944,35.58,0.0437
10825.0,55.3944,35.56,0.0437
10826.0,55.3945,35.54,0.0436
10827.0,55.3945,35.52,0.0436
10828.0,55.3946,35.5,0.0436
10829.0,55.3946,35.48,0.0435
10830.0,55.3947,35.46,0.0435
10831.0,55.3948,35.44,0.0435
10832.0,55.3948,35.42,0.0434
10833.0,55.3949,35.4,0.0434
10834.0,55.3949,35.38,0.0434
10835.0,55.395,35.36,0.0434
10836.0,55.395,35.34,0.0433
10837.0,55.3951,35.33,0.0433
10838.0,55.3951,35.31,0.0433
10839.0,55.3952,35.29,0.0432
10840.0,55.3953,35.27,0.0432
10841.0,55.3953,35.25,0.0432
10842.0,55.3954,35.23,0.0431
10843.0,55.3954,35.21,0.0431
10844.0,55.3955,35.19,0.0431
10845.0,55.3955,35.17,0.043
10846.0,55.3956,35.15,0.043
10847.0,55.3956,35.13,0.043
10848.0,55.3957,35.11,0.043
10849.0,55.3958,35.09,0.0429
10850.0,55.3958,35.07,0.0429
10851.0,55.3959,35.05,0.0429
10852.0,55.3959,35.03,0.0428
10853.0,55.396,35.01,0.0428
10854.0,55.396,34.99,0.0428
10855.0,55.3961,34.97,0.0427
10856.0,55.3961,34.95,0.0427
10857.0,55.3962,34.93,0.0427
10858.0,55.3963,34.91,0.0426
10859.0,55.3963,34.9,0.0426
10860.0,55.3964,34.88,0.0426
10861.0,55.3964,34.86,0.0425
10862.0,55.3965,34.84,0.0425
10863.0,55.3965,34.82,0.0425
10864.0,55.3966,34.8,0.0425
10865.0,55.3966,34.78,0.0424
10866.0,55.3967,34.76,0.0424
10867.0,55.3968,34.74,0.0424
10868.0,55.3968,34.72,0.0423
10869.0,55.3969,34.7,0.0423
10870.0,55.3969,34.68,0.0423
10871.0,55.397,34.66,0.0422
10872.0,55.397,34.64,0.0422
10873.0,55.3971,34.62,0.0422
10874.0,55.3971,34.6,0.0421
10875.0,55.3972,34.58,0.0421
10876.0,55.3973,34.56,0.0421
10877.0,55.3973,34.54,0.0421
10878.0,55.3974,34.52,0.042
10879.0,55.3974,34.5,0.042
10880.0,55.3975,34.48,0.042
10881.0,55.3975,34.47,0.0419
10882.0,55.3976,34.45,0.0419
10883.0,55.3976,34.43,0.0419
10884.0,55.3977,34.41,0.0418
10885.0,55.3978,34.39,0.0418
10886.0,55.3978,34.37,0.0418
10887.0,55.3979,34.35,0.0417
10888.0,55.3979,34.33,0.0417
10889.0,55.398,34.31,0.0417
10890.0,55.398,34.29,0.0416
10891.0,55.3981,34.27,0.0416
10892.0,55.3981,34.25,0.0416
10893.0,55.3982,34.23,0.0416
10894.0,55.3983,34.21,0.0415
10895.0,55.3983,34.19,0.0415
10896.0,55.3984,34.17,0.0415
10897.0,55.3984,34.15,0.0414
10898.0,55.3985,34.13,0.0414
10899.0,55.3985,34.11,0.0414
10900.0,55.3986,34.09,0.0413
10901.0,55.3986,34.07,0.0413
10902.0,55.3987,34.05,0.0413
10903.0,55.3988,34.03,0.0412
10904.0,55.3988,34.02,0.0412
10905.0,55.3989,34.0,0.0412
10906.0,55.3989,33.98,0.0412
10907.0,55.399,33.96,0.0411
10908.0,55.399,33.94,0.0411
10909.0,55.3991,33.92,0.0411
10910.0,55.3991,33.9,0.041
10911.0,55.3992,33.88,0.041
10912.0,55.3993,33.86,0.041
10913.0,55.3993,33.84,0.0409
10914.0,55.3994,33.82,0.0409
10915.0,55.3994,33.8,0.0409
10916.0,55.3995,33.78,0.0408
10917.0,55.3995,33.76,0.0408
10918.0,55.3996,33.74,0.0408
10919.0,55.3996,33.72,0.0408
10920.0,55.3997,33.7,0.0407
10921.0,55.3998,33.68,0.0407
10922.0,55.3998,33.66,0.0407
10923.0,55.3999,33.64,0.0406
10924.0,55.3999,33.62,0.0406
10925.0,55.4,33.6,0.0406
10926.0,55.4,33.59,0.0405
10927.0,55.4001,33.57,0.0405
10928.0,55.4001,33.55,0.0405
10929.0,55.4002,33.53,0.0404
10930.0,55.4002,33.51,0.0404
10931.0,55.4003,33.49,0.0404
10932.0,55.4004,33.47,0.0403
10933.0,55.4004,33.45,0.0403
10934.0,55.4005,33.43,0.0403
10935.0,55.4005,33.41,0.0403
10936.0,55.4006,33.39,0.0402
10937.0,55.4006,33.37,0.0402
10938.0,55.4007,33.35,0.0402
10939.0,55.4007,33.33,0.0401
10940.0,55.4008,33.31,0.0401
10941.0,55.4009,33.29,0.0401
10942.0,55.4009,33.27,0.04
10943.0,55.401,33.25,0.04
10944.0,55.401,33.23,0.04
10945.0,55.4011,33.21,0.0399
10946.0,55.4011,33.19,0.0399
10947.0,55.4012,33.17,0.0399
10948.0,55.4012,33.16,0.0399
10949.0,55.4013,33.14,0.0398
10950.0,55.4014,33.12,0.0398
10951.0,55.4014,33.1,0.0398
10952.0,55.4015,33.08,0.0397
10953.0,55.4015,33.06,0.0397
10954.0,55.4016,33.04,0.0397
10955.0,55.4016,33.02,0.0396
10956.0,55.4017,33.0,0.0396
10957.0,55.4017,32.98,0.0396
10958.0,55.4018,32.96,0.0395
10959.0,55.4019,32.94,0.0395
10960.0,55.4019,32.92,0.0395
10961.0,55.402,32.9,0.0395
10962.0,55.402,32.88,0.0394
10963.0,55.4021,32.86,0.0394
10964.0,55.4021,32.84,0.0394
10965.0,55.4022,32.82,0.0393
10966.0,55.4022,32.8,0.0393
10967.0,55.4023,32.78,0.0393
10968.0,55.4024,32.76,0.0392
10969.0,55.4024,32.74,0.0392
10970.0,55.4025,32.72,0.0392
10971.0,55.4025,32.71,0.0391
10972.0,55.4026,32.69,0.0391
10973.0,55.4026,32.67,0.0391
10974.0,55.4027,32.65,0.039
10975.0,55.4027,32.63,0.039
10976.0,55.4028,32.61,0.039
10977.0,55.4029,32.59,0.039
10978.0,55.4029,32.57,0.0389
10979.0,55.403,32.55,0.0389
10980.0,55.403,32.53,0.0389
10981.0,55.4031,32.51,0.0388
10982.0,55.4031,32.49,0.0388
10983.0,55.4032,32.47,0.0388
10984.0,55.4032,32.45,0.0387
10985.0,55.4033,32.43,0.0387
10986.0,55.4034,32.41,0.0387
10987.0,55.4034,32.39,0.0386
10988.0,55.4035,32.37,0.0386
10989.0,55.4035,32.35,0.0386
10990.0,55.4036,32.33,0.0386
10991.0,55.4036,32.31,0.0385
10992.0,55.4037,32.29,0.0385
10993.0,55.4037,32.28,0.0385
10994.0,55.4038,32.26,0.0384
10995.0,55.4039,32.24,0.0384
10996.0,55.4039,32.22,0.0384
10997.0,55.404,32.2,0.0383
10998.0,55.404,32.18,0.0383
10999.0,55.4041,32.16,0.0383
11000.0,55.4041,32.14,0.0382
11001.0,55.4042,32.12,0.0382
11002.0,55.4042,32.1,0.0382
11003.0,55.4043,32.08,0.0381
11004.0,55.4044,32.06,0.0381
11005.0,55.4044,32.04,0.0381
11006.0,55.4045,32.02,0.0381
11007.0,55.4045,32.0,0.038
11008.0,55.4046,31.98,0.038
11009.0,55.4046,31.96,0.038
11010.0,55.4047,31.94,0.0379
11011.0,55.4047,31.92,0.0379
11012.0,55.4048,31.9,0.0379
11013.0,55.4049,31.88,0.0378
11014.0,55.4049,31.86,0.0378
11015.0,55.405,31.85,0.0378
11016.0,55.405,31.83,0.0377
11017.0,55.4051,31.81,0.0377
11018.0,55.4051,31.79,0.0377
11019.0,55.4052,31.77,0.0377
11020.0,55.4052,31.75,0.0376
11021.0,55.4053,31.73,0.0376
11022.0,55.4054,31.71,0.0376
11023.0,55.4054,31.69,0.0375
11024.0,55.4055,31.67,0.0375
11025.0,55.4055,31.65,0.0375
11026.0,55.4056,31.63,0.0374
11027.0,55.4056,31.61,0.0374
11028.0,55.4057,31.59,0.0374
11029.0,55.4057,31.57,0.0373
11030.0,55.4058,31.55,0.0373
11031.0,55.4059,31.53,0.0373
11032.0,55.4059,31.51,0.0373
11033.0,55.406,31.49,0.0372
11034.0,55.406,31.47,0.0372
11035.0,55.406,31.46,0.0372
11036.0,55.4059,31.44,0.0371
11037.0,55.4059,31.42,0.0371
11038.0,55.4059,31.4,0.0371
11039.0,55.4059,31.39,0.0371
11040.0,55.4059,31.37,0.037
11041.0,55.4058,31.35,0.037
11042.0,55.4058,31.33,0.037
11043.0,55.4058,31.31,0.037
11044.0,55.4058,31.3,0.0369
11045.0,55.4058,31.28,0.0369
11046.0,55.4057,31.26,0.0369
11047.0,55.4057,31.24,0.0368
11048.0,55.4057,31.23,0.0368
11049.0,55.4057,31.21,0.0368
11050.0,55.4056,31.19,0.0368
11051.0,55.4056,31.17,0.0367
11052.0,55.4056,31.15,0.0367
11053.0,55.4056,31.14,0.0367
11054.0,55.4056,31.12,0.0367
11055.0,55.4055,31.1,0.0366
11056.0,55.4055,31.08,0.0366
11057.0,55.4055,31.07,0.0366
11058.0,55.4055,31.05,0.0365
11059.0,55.4054,31.03,0.0365
11060.0,55.4054,31.01,0.0365
11061.0,55.4054,30.99,0.0365
11062.0,55.4054,30.98,0.0364
11063.0,55.4054,30.96,0.0364
11064.0,55.4053,30.94,0.0364
11065.0,55.4053,30.92,0.0364
11066.0,55.4053,30.91,0.0363
11067.0,55.4053,30.89,0.0363
11068.0,55.4053,30.87,0.0363
11069.0,55.4052,30.85,0.0363
11070.0,55.4052,30.83,0.0362
11071.0,55.4052,30.82,0.0362
11072.0,55.4052,30.8,0.0362
11073.0,55.4051,30.78,0.0361
11074.0,55.4051,30.76,0.0361
11075.0,55.4051,30.75,0.0361
11076.0,55.4051,30.73,0.0361
11077.0,55.4051,30.71,0.036
11078.0,55.405,30.69,0.036
11079.0,55.405,30.67,0.036
11080.0,55.405,30.66,0.036
11081.0,55.405,30.64,0.0359
11082.0,55.4049,30.62,0.0359
11083.0,55.4049,30.6,0.0359
11084.0,55.4049,30.59,0.0359
11085.0,55.4049,30.57,0.0358
11086.0,55.4049,30.55,0.0358
11087.0,55.4048,30.53,0.0358
11088.0,55.4048,30.51,0.0357
11089.0,55.4048,30.5,0.0357
11090.0,55.4048,30.48,0.0357
11091.0,55.4048,30.46,0.0357
11092.0,55.4047,30.44,0.0356
11093.0,55.4047,30.43,0.0356
11094.0,55.4047,30.41,0.0356
11095.0,55.4047,30.39,0.0356
11096.0,55.4046,30.37,0.0355
11097.0,55.4046,30.36,0.0355
11098.0,55.4046,30.34,0.0355
11099.0,55.4046,30.32,0.0355
11100.0,55.4046,30.3,0.0354
11101.0,55.4045,30.28,0.0354
11102.0,55.4045,30.27,0.0354
11103.0,55.4045,30.25,0.0353
11104.0,55.4045,30.23,0.0353
11105.0,55.4044,30.21,0.0353
11106.0,55.4044,30.2,0.0353
11107.0,55.4044,30.18,0.0352
11108.0,55.4044,30.16,0.0352
11109.0,55.4044,30.14,0.0352
11110.0,55.4043,30.12,0.0352
11111.0,55.4043,30.11,0.0351
11112.0,55.4043,30.09,0.0351
11113.0,55.4043,30.07,0.0351
11114.0,55.4043,30.05,0.0351
11115.0,55.4042,30.04,0.035
11116.0,55.4042,30.02,0.035
11117.0,55.4042,30.0,0.035
11118.0,55.4042,29.98,0.0349
11119.0,55.4041,29.96,0.0349
11120.0,55.4041,29.95,0.0349
11121.0,55.4041,29.93,0.0349
11122.0,55.4041,29.91,0.0348
11123.0,55.4041,29.89,0.0348
11124.0,55.404,29.88,0.0348
11125.0,55.404,29.86,0.0348
11126.0,55.404,29.84,0.0347
11127.0,55.404,29.82,0.0347
11128.0,55.4039,29.8,0.0347
11129.0,55.4039,29.79,0.0347
11130.0,55.4039,29.77,0.0346
11131.0,55.4039,29.75,0.0346
11132.0,55.4039,29.73,0.0346
11133.0,55.4038,29.72,0.0345
11134.0,55.4038,29.7,0.0345
11135.0,55.4038,29.68,0.0345
11136.0,55.4038,29.66,0.0345
11137.0,55.4038,29.64,0.0344
11138.0,55.4037,29.63,0.0344
11139.0,55.4037,29.61,0.0344
11140.0,55.4037,29.59,0.0344
11141.0,55.4037,29.57,0.0343
11142.0,55.4036,29.56,0.0343
11143.0,55.4036,29.54,0.0343
11144.0,55.4036,29.52,0.0343
11145.0,55.4036,29.5,0.0342
11146.0,55.4036,29.48,0.0342
11147.0,55.4035,29.47,0.0342
11148.0,55.4035,29.45,0.0341
11149.0,55.4035,29.43,0.0341
11150.0,55.4035,29.41,0.0341
11151.0,55.4034,29.4,0.0341
11152.0,55.4034,29.38,0.034
11153.0,55.4034,29.36,0.034
11154.0,55.4034,29.34,0.034
11155.0,55.4034,29.32,0.034
11156.0,55.4033,29.31,0.0339
11157.0,55.4033,29.29,0.0339
11158.0,55.4033,29.27,0.0339
11159.0,55.4033,29.25,0.0338
11160.0,55.4033,29.24,0.0338
11161.0,55.4032,29.22,0.0338
11162.0,55.4032,29.2,0.0338
11163.0,55.4032,29.18,0.0337
11164.0,55.4032,29.16,0.0337
11165.0,55.4031,29.15,0.0337
11166.0,55.4031,29.13,0.0337
11167.0,55.4031,29.11,0.0336
11168.0,55.4031,29.09,0.0336
11169.0,55.4031,29.08,0.0336
11170.0,55.403,29.06,0.0336
11171.0,55.403,29.04,0.0335
11172.0,55.403,29.02,0.0335
11173.0,55.403,29.0,0.0335
11174.0,55.4029,28.99,0.0334
11175.0,55.4029,28.97,0.0334
11176.0,55.4029,28.95,0.0334
11177.0,55.4029,28.93,0.0334
11178.0,55.4029,28.92,0.0333
