freq,T_b,Flux,T_RJ
Float,Float,Float,Float
GHz,K,Jy,K
Frequency,Brightness temperature,Total flux,Rayleigh-Jeans temperature
4567.0,60.0739,847.2,5.8469
4568.0,60.0746,847.1,5.8436
4569.0,60.0753,847.0,5.8403
4570.0,60.076,846.9,5.8371
4571.0,60.0767,846.8,5.8338
4572.0,60.0774,846.7,5.8305
4573.0,60.0781,846.6,5.8273
4574.0,60.0788,846.5,5.824
4575.0,60.0795,846.4,5.8208
4576.0,60.0802,846.3,5.8175
4577.0,60.0809,846.2,5.8143
4578.0,60.0816,846.0,5.811
4579.0,60.0823,846.0,5.8078
4580.0,60.083,845.9,5.8046
4581.0,60.0837,845.8,5.8013
4582.0,60.0844,845.7,5.7981
4583.0,60.0851,845.6,5.7948
4584.0,60.0857,845.5,5.7916
4585.0,60.0864,845.4,5.7884
4586.0,60.0871,845.3,5.7851
4587.0,60.0879,845.2,5.7819
4588.0,60.0886,845.0,5.7787
4589.0,60.0894,845.0,5.7755
4590.0,60.0904,844.9,5.7724
4591.0,60.0908,844.8,5.769
4592.0,60.0915,844.6,5.7658
4593.0,60.0922,844.5,5.7626
4594.0,60.0929,844.4,5.7594
4595.0,60.0936,844.4,5.7562
4596.0,60.0942,844.3,5.753
4597.0,60.0949,844.1,5.7497
4598.0,60.0957,844.0,5.7465
4599.0,60.0964,843.9,5.7433
4600.0,60.7044,876.3,5.9611
4601.0,60.2076,849.6,5.7768
4602.0,60.0985,843.6,5.7337
4603.0,60.0992,843.5,5.7305
4604.0,60.0999,843.4,5.7274
4605.0,60.1006,843.3,5.7242
4606.0,60.1013,843.2,5.7209
4607.0,60.102,843.1,5.7177
4608.0,60.1027,843.0,5.7145
4609.0,60.1034,842.9,5.7114
4610.0,60.1042,842.8,5.7082
4611.0,60.1049,842.7,5.705
4612.0,60.1056,842.6,5.7018
4613.0,60.1063,842.5,5.6987
4614.0,60.107,842.4,5.6955
4615.0,60.1077,842.3,5.6923
4616.0,60.1085,842.2,5.6891
4617.0,60.1092,842.1,5.686
4618.0,60.1099,842.0,5.6828
4619.0,60.1106,841.9,5.6796
4620.0,60.1113,841.8,5.6764
4621.0,60.112,841.6,5.6733
4622.0,60.1127,841.5,5.6701
4623.0,60.1134,841.4,5.6669
4624.0,60.1142,841.3,5.6638
4625.0,60.1149,841.2,5.6606
4626.0,60.1156,841.1,5.6574
4627.0,60.1163,841.0,5.6543
4628.0,60.117,840.9,5.6511
4629.0,60.1177,840.7,5.648
4630.0,60.1184,840.6,5.6448
4631.0,60.1189,840.5,5.6416
4632.0,60.1211,840.5,5.639
4633.0,60.1224,840.4,5.6361
4634.0,60.1212,840.3,5.6322
4635.0,60.122,840.1,5.6291
4636.0,60.1227,840.0,5.6259
4637.0,60.1234,839.9,5.6228
4638.0,60.1241,839.8,5.6197
4639.0,60.1248,839.7,5.6166
4640.0,60.1255,839.6,5.6134
4641.0,60.1262,839.5,5.6102
4642.0,60.127,839.4,5.6071
4643.0,60.1276,839.3,5.604
4644.0,60.1301,839.3,5.6015
4645.0,60.1291,839.1,5.5977
4646.0,60.1297,839.0,5.5946
4647.0,60.1305,838.8,5.5915
4648.0,60.1313,838.7,5.5884
4649.0,60.132,838.6,5.5853
4650.0,60.1327,838.5,5.5821
4651.0,60.1333,838.4,5.579
4652.0,60.134,838.3,5.5758
4653.0,60.1359,838.3,5.5731
4654.0,60.1355,838.1,5.5697
4655.0,60.1362,838.0,5.5666
4656.0,60.1369,837.9,5.5634
4657.0,60.1376,837.8,5.5603
4658.0,60.1384,837.7,5.5573
4659.0,60.1413,837.7,5.5549
4660.0,60.1407,837.5,5.5514
4661.0,60.1421,837.4,5.5485
4662.0,60.1418,837.3,5.5451
4663.0,60.1419,837.1,5.5417
4664.0,60.1427,837.0,5.5387
4665.0,60.145,837.0,5.5361
4666.0,60.1449,836.8,5.5327
4667.0,60.1448,836.7,5.5294
4668.0,60.1455,836.6,5.5263
4669.0,60.1463,836.5,5.5232
4670.0,60.147,836.4,5.5201
4671.0,60.1477,836.3,5.517
4672.0,60.1484,836.2,5.5139
4673.0,60.1491,836.0,5.5108
4674.0,60.1498,835.9,5.5078
4675.0,60.1505,835.8,5.5047
4676.0,60.1512,835.7,5.5017
4677.0,60.1519,835.6,5.4986
4678.0,60.1528,835.5,5.4956
4679.0,60.1556,835.5,5.4932
4680.0,60.1542,835.3,5.4894
4681.0,60.1548,835.1,5.4863
4682.0,60.1555,835.0,5.4832
4683.0,60.1563,834.9,5.4802
4684.0,60.1573,834.8,5.4773
4685.0,60.1577,834.7,5.4741
4686.0,60.1584,834.6,5.471
4687.0,60.1591,834.5,5.4679
4688.0,60.1598,834.4,5.4649
4689.0,60.1606,834.3,5.4618
4690.0,60.1613,834.2,5.4588
4691.0,60.162,834.1,5.4557
4692.0,60.1628,834.0,5.4527
4693.0,60.1635,833.9,5.4496
4694.0,60.1642,833.8,5.4466
4695.0,60.1649,833.6,5.4436
4696.0,60.1656,833.5,5.4405
4697.0,60.1664,833.4,5.4375
4698.0,60.1671,833.3,5.4345
4699.0,60.1678,833.2,5.4315
4700.0,60.1685,833.1,5.4284
4701.0,60.1693,833.0,5.4254
4702.0,60.17,832.9,5.4224
4703.0,60.1707,832.7,5.4193
4704.0,60.1714,832.6,5.4163
4705.0,60.1721,832.5,5.4133
4706.0,60.1728,832.4,5.4102
4707.0,60.1735,832.3,5.4072
4708.0,60.1742,832.2,5.4041
4709.0,60.1749,832.1,5.4011
4710.0,60.1758,831.9,5.3982
4711.0,60.1765,831.9,5.3952
4712.0,60.1771,831.7,5.3921
4713.0,60.1779,831.6,5.3891
4714.0,60.1786,831.5,5.3861
4715.0,60.1794,831.4,5.3831
4716.0,60.1801,831.3,5.3801
4717.0,60.1807,831.2,5.3771
4718.0,60.1814,831.1,5.3741
4719.0,60.1822,830.9,5.3711
4720.0,60.183,830.8,5.3681
4721.0,60.1838,830.7,5.3651
4722.0,60.1844,830.6,5.3621
4723.0,60.1852,830.5,5.3591
4724.0,60.3397,838.6,5.4091
4725.0,60.1866,830.3,5.3531
4726.0,60.1884,830.2,5.3505
4727.0,60.188,830.1,5.3471
4728.0,60.1887,829.9,5.3442
4729.0,60.1894,829.9,5.3412
4730.0,60.1902,829.7,5.3382
4731.0,60.191,829.6,5.3353
4732.0,60.1917,829.5,5.3322
4733.0,60.1924,829.3,5.3293
4734.0,60.6438,853.4,5.4815
4735.0,60.1945,829.2,5.3235
4736.0,60.1946,829.0,5.3203
4737.0,60.1953,828.9,5.3174
4738.0,60.1959,828.8,5.3143
4739.0,60.1967,828.7,5.3114
4740.0,60.1974,828.6,5.3084
4741.0,60.1982,828.5,5.3055
4742.0,60.199,828.4,5.3025
4743.0,60.1997,828.2,5.2996
4744.0,60.2004,828.1,5.2966
4745.0,60.2011,828.1,5.2937
4746.0,60.2018,827.9,5.2907
4747.0,60.2025,827.7,5.2877
4748.0,60.2033,827.7,5.2848
4749.0,60.204,827.6,5.2818
4750.0,60.2046,827.5,5.2789
4751.0,60.2055,827.3,5.2759
4752.0,60.2063,827.2,5.273
4753.0,60.207,827.1,5.2701
4754.0,60.2077,827.0,5.2671
4755.0,60.2084,826.8,5.2641
4756.0,60.2091,826.8,5.2612
4757.0,60.2097,826.6,5.2582
4758.0,60.2105,826.5,5.2553
4759.0,60.2112,826.4,5.2524
4760.0,60.2119,826.3,5.2494
4761.0,60.2128,826.2,5.2465
4762.0,60.2136,826.1,5.2436
4763.0,60.2142,825.9,5.2407
4764.0,60.2149,825.9,5.2377
4765.0,60.2156,825.8,5.2348
4766.0,60.2164,825.6,5.2319
4767.0,60.2171,825.5,5.229
4768.0,60.2178,825.4,5.226
4769.0,60.2185,825.2,5.2231
4770.0,60.2194,825.1,5.2202
4771.0,60.2201,825.0,5.2173
4772.0,60.2209,824.9,5.2144
4773.0,60.2215,824.8,5.2115
4774.0,60.2221,824.7,5.2086
4775.0,60.2228,824.6,5.2056
4776.0,60.2235,824.5,5.2027
4777.0,60.2244,824.3,5.1998
4778.0,60.2251,824.3,5.1969
4779.0,60.2259,824.1,5.194
4780.0,60.2267,824.0,5.1911
4781.0,60.2275,823.9,5.1882
4782.0,60.2282,823.7,5.1853
4783.0,60.2288,823.6,5.1824
4784.0,60.2295,823.5,5.1795
4785.0,60.2302,823.4,5.1766
4786.0,60.231,823.3,5.1737
4787.0,60.2317,823.2,5.1708
4788.0,60.2324,823.0,5.1679
4789.0,60.2332,822.9,5.165
4790.0,60.2339,822.8,5.1622
4791.0,60.2346,822.7,5.1593
4792.0,60.2354,822.6,5.1564
4793.0,60.2361,822.5,5.1535
4794.0,60.2368,822.4,5.1506
4795.0,60.2376,822.3,5.1478
4796.0,60.2383,822.2,5.1449
4797.0,60.239,822.0,5.142
4798.0,60.2398,821.9,5.1391
4799.0,60.2405,821.8,5.1363
4800.0,60.2413,821.7,5.1334
4801.0,60.2421,821.6,5.1305
4802.0,60.2428,821.4,5.1277
4803.0,60.2436,821.3,5.1248
4804.0,60.2443,821.2,5.1219
4805.0,60.245,821.1,5.1191
4806.0,60.2458,821.0,5.1162
4807.0,60.2465,820.9,5.1134
4808.0,60.2472,820.7,5.1105
4809.0,60.2479,820.6,5.1076
4810.0,60.2486,820.5,5.1048
4811.0,60.2494,820.4,5.1019
4812.0,60.2501,820.3,5.0991
4813.0,60.2508,820.2,5.0962
4814.0,60.2515,820.1,5.0933
4815.0,60.2522,820.0,5.0905
4816.0,60.253,819.8,5.0876
4817.0,60.2537,819.7,5.0848
4818.0,60.2544,819.6,5.082
4819.0,60.2551,819.5,5.0791
4820.0,60.256,819.3,5.0763
4821.0,60.257,819.2,5.0736
4822.0,60.2575,819.1,5.0707
4823.0,60.2582,819.0,5.0678
4824.0,60.2589,818.8,5.065
4825.0,60.2597,818.7,5.0622
4826.0,60.2604,818.6,5.0593
4827.0,60.2611,818.5,5.0565
4828.0,60.2619,818.4,5.0537
4829.0,60.2626,818.3,5.0509
4830.0,60.2634,818.2,5.0481
4831.0,60.2641,818.1,5.0452
4832.0,60.2648,817.9,5.0424
4833.0,60.2656,817.8,5.0396
4834.0,60.2663,817.7,5.0368
4835.0,60.2671,817.6,5.034
4836.0,60.2678,817.5,5.0312
4837.0,60.2685,817.3,5.0283
4838.0,60.2692,817.2,5.0255
4839.0,60.2699,817.1,5.0227
4840.0,60.2707,817.0,5.0199
4841.0,60.2714,816.9,5.017
4842.0,60.2721,816.7,5.0142
4843.0,60.2728,816.6,5.0114
4844.0,60.2736,816.5,5.0086
4845.0,60.2743,816.4,5.0058
4846.0,60.2751,816.2,5.003
4847.0,60.2758,816.1,5.0002
4848.0,60.2766,816.0,4.9975
4849.0,60.2773,815.9,4.9947
4850.0,60.278,815.7,4.9919
4851.0,60.2788,815.6,4.9891
4852.0,60.2795,815.5,4.9863
4853.0,60.2803,815.4,4.9835
4854.0,60.281,815.2,4.9807
4855.0,60.2818,815.1,4.9779
4856.0,60.2825,815.0,4.9752
4857.0,60.2832,814.9,4.9724
4858.0,60.284,814.8,4.9696
4859.0,60.2847,814.7,4.9668
4860.0,60.2855,814.6,4.9641
4861.0,60.2862,814.4,4.9613
4862.0,60.2869,814.3,4.9585
4863.0,60.2877,814.2,4.9557
4864.0,60.2884,814.1,4.9529
4865.0,60.2891,814.0,4.9502
4866.0,60.2899,813.8,4.9474
4867.0,60.2907,813.7,4.9446
4868.0,60.2914,813.6,4.9419
4869.0,60.2922,813.5,4.9391
4870.0,60.293,813.3,4.9364
4871.0,60.2937,813.2,4.9336
4872.0,60.2945,813.1,4.9308
4873.0,60.2952,813.0,4.9281
4874.0,60.2959,812.9,4.9253
4875.0,60.2966,812.8,4.9226
4876.0,60.2973,812.6,4.9198
4877.0,60.2981,812.5,4.9171
4878.0,60.2988,812.4,4.9143
4879.0,60.2996,812.3,4.9116
4880.0,60.3004,812.2,4.9088
4881.0,60.3012,812.1,4.9061
4882.0,60.3019,811.9,4.9034
4883.0,60.3027,811.8,4.9006
4884.0,60.3034,811.7,4.8979
4885.0,60.304,811.5,4.8951
4886.0,60.3055,811.4,4.8926
4887.0,60.3058,811.3,4.8897
4888.0,60.3063,811.1,4.8869
4889.0,60.3071,811.0,4.8842
4890.0,60.3079,810.9,4.8815
4891.0,60.3086,810.8,4.8787
4892.0,60.3093,810.7,4.8761
4893.0,60.3101,810.6,4.8733
4894.0,60.3108,810.4,4.8706
4895.0,60.3116,810.3,4.8678
4896.0,60.3123,810.2,4.8651
4897.0,60.3132,810.1,4.8625
4898.0,60.3138,809.9,4.8597
4899.0,60.3145,809.9,4.8569
4900.0,60.3153,809.7,4.8543
4901.0,60.3163,809.6,4.8516
4902.0,60.3168,809.5,4.8488
4903.0,60.3175,809.4,4.8461
4904.0,60.3183,809.2,4.8434
4905.0,60.319,809.1,4.8407
4906.0,60.3198,809.0,4.838
4907.0,60.3205,808.8,4.8353
4908.0,60.3212,808.7,4.8326
4909.0,60.322,808.6,4.8299
4910.0,60.3228,808.5,4.8272
4911.0,60.3235,808.4,4.8245
4912.0,60.3243,808.3,4.8218
4913.0,60.325,808.1,4.8191
4914.0,60.3257,808.0,4.8164
4915.0,60.3265,807.9,4.8137
4916.0,60.3272,807.8,4.811
4917.0,60.328,807.6,4.8083
4918.0,60.3287,807.5,4.8056
4919.0,60.3295,807.4,4.803
4920.0,60.3302,807.3,4.8003
4921.0,60.331,807.2,4.7976
4922.0,60.3317,807.0,4.7949
4923.0,60.3325,806.9,4.7922
4924.0,60.3332,806.8,4.7896
4925.0,60.334,806.6,4.7869
4926.0,60.3348,806.5,4.7842
4927.0,60.3355,806.3,4.7815
4928.0,60.3363,806.2,4.7789
4929.0,60.337,806.1,4.7762
4930.0,60.3378,806.0,4.7735
4931.0,60.3385,805.9,4.7708
4932.0,60.3393,805.8,4.7681
4933.0,60.34,805.6,4.7655
4934.0,60.3407,805.5,4.7628
4935.0,60.3414,805.4,4.7601
4936.0,60.3422,805.3,4.7575
4937.0,60.343,805.1,4.7549
4938.0,60.3438,805.0,4.7522
4939.0,60.3447,804.9,4.7496
4940.0,60.3454,804.8,4.7469
4941.0,60.3461,804.7,4.7442
4942.0,60.3468,804.5,4.7415
4943.0,60.3475,804.4,4.7389
4944.0,60.3482,804.3,4.7362
4945.0,60.349,804.2,4.7336
4946.0,60.3498,804.0,4.7309
4947.0,60.3505,803.9,4.7283
4948.0,60.3513,803.8,4.7256
4949.0,60.3521,803.6,4.723
4950.0,60.3529,803.5,4.7204
4951.0,60.3536,803.4,4.7178
4952.0,60.3543,803.2,4.7151
4953.0,60.3551,803.2,4.7124
4954.0,60.3573,803.1,4.7103
4955.0,60.3569,802.9,4.7073
4956.0,60.3572,802.8,4.7046
4957.0,60.358,802.6,4.7019
4958.0,60.3588,802.5,4.6993
4959.0,60.3596,802.4,4.6967
4960.0,60.3604,802.3,4.6941
4961.0,60.3618,802.2,4.6916
4962.0,60.3626,802.1,4.689
4963.0,60.3631,802.0,4.6864
4964.0,60.3643,801.8,4.6839
4965.0,60.3648,801.7,4.6812
4966.0,60.3655,801.6,4.6785
4967.0,60.3656,801.4,4.6757
4968.0,60.3681,801.4,4.6736
4969.0,60.3677,801.2,4.6706
4970.0,60.368,801.0,4.6679
4971.0,60.3697,800.9,4.6656
4972.0,60.3694,800.8,4.6626
4973.0,60.3702,800.6,4.66
4974.0,60.371,800.5,4.6574
4975.0,60.3719,800.4,4.6549
4976.0,60.3725,800.2,4.6522
4977.0,60.3731,800.2,4.6496
4978.0,60.3739,800.0,4.647
4979.0,60.375,799.9,4.6445
4980.0,60.3754,799.8,4.6418
4981.0,60.3762,799.6,4.6392
4982.0,60.377,799.5,4.6366
4983.0,60.3778,799.4,4.634
4984.0,60.3785,799.2,4.6315
4985.0,60.3792,799.1,4.6289
4986.0,60.38,799.0,4.6263
4987.0,60.3808,798.9,4.6237
4988.0,60.3815,798.7,4.6211
4989.0,60.3823,798.6,4.6185
4990.0,60.383,798.5,4.6159
4991.0,60.3838,798.4,4.6134
4992.0,60.3846,798.3,4.6108
4993.0,60.3854,798.1,4.6082
4994.0,60.3862,798.0,4.6057
4995.0,60.3869,797.9,4.6031
4996.0,60.388,797.7,4.6006
4997.0,60.3883,797.6,4.5979
4998.0,60.5289,805.0,4.6385
4999.0,60.3896,797.3,4.5926
5000.0,60.3904,797.2,4.5901
5001.0,60.3911,797.1,4.5875
5002.0,60.3918,796.9,4.585
5003.0,60.3926,796.8,4.5824
5004.0,60.3933,796.7,4.5798
5005.0,60.394,796.5,4.5772
5006.0,60.3947,796.4,4.5746
5007.0,60.3954,796.3,4.5721
5008.0,60.3961,796.2,4.5695
5009.0,60.3968,796.1,4.5669
5010.0,60.3975,795.9,4.5644
5011.0,60.3982,795.8,4.5618
5012.0,60.399,795.7,4.5592
5013.0,60.3997,795.5,4.5567
5014.0,60.4004,795.4,4.5541
5015.0,60.4011,795.3,4.5515
5016.0,60.4018,795.1,4.549
5017.0,60.4024,795.0,4.5464
5018.0,60.4031,794.9,4.5438
5019.0,60.4038,794.8,4.5413
5020.0,60.4045,794.6,4.5387
5021.0,60.4052,794.5,4.5361
5022.0,60.4059,794.4,4.5336
5023.0,60.4066,794.2,4.531
5024.0,60.4073,794.1,4.5285
5025.0,60.408,793.9,4.5259
5026.0,60.4087,793.8,4.5234
5027.0,60.4094,793.7,4.5209
5028.0,60.4101,793.5,4.5183
5029.0,60.4108,793.4,4.5158
5030.0,60.4115,793.3,4.5132
5031.0,60.4122,793.1,4.5107
5032.0,60.4129,793.0,4.5081
5033.0,60.4137,792.9,4.5056
5034.0,60.4144,792.7,4.5031
5035.0,60.4151,792.6,4.5006
5036.0,60.4158,792.5,4.498
5037.0,60.4165,792.3,4.4955
5038.0,60.4172,792.2,4.493
5039.0,60.4179,792.1,4.4905
5040.0,60.4187,792.0,4.488
5041.0,60.4194,791.8,4.4854
5042.0,60.4201,791.7,4.4829
5043.0,60.4208,791.6,4.4804
5044.0,60.4215,791.4,4.4779
5045.0,60.4222,791.3,4.4754
5046.0,60.423,791.2,4.4728
5047.0,60.4237,791.1,4.4703
5048.0,60.4244,790.9,4.4678
5049.0,60.4251,790.8,4.4653
5050.0,60.4258,790.7,4.4628
5051.0,60.4265,790.5,4.4602
5052.0,60.4272,790.4,4.4577
5053.0,60.428,790.3,4.4552
5054.0,60.4287,790.2,4.4527
5055.0,60.4294,790.0,4.4502
5056.0,60.4301,789.9,4.4476
5057.0,60.4308,789.8,4.4451
5058.0,60.4315,789.6,4.4426
5059.0,60.4323,789.5,4.4401
5060.0,60.433,789.4,4.4376
5061.0,60.4337,789.2,4.4351
5062.0,60.4344,789.1,4.4327
5063.0,60.4351,789.0,4.4302
5064.0,60.4358,788.8,4.4277
5065.0,60.4365,788.7,4.4252
5066.0,60.4372,788.6,4.4227
5067.0,60.4379,788.4,4.4202
5068.0,60.4387,788.3,4.4177
5069.0,60.4394,788.2,4.4152
5070.0,60.4401,788.0,4.4127
5071.0,60.4408,787.9,4.4102
5072.0,60.4415,787.8,4.4078
5073.0,60.4422,787.6,4.4053
5074.0,60.4429,787.5,4.4028
5075.0,60.4436,787.4,4.4003
5076.0,60.4444,787.2,4.3978
5077.0,60.4451,787.1,4.3954
5078.0,60.4458,787.0,4.3929
5079.0,60.4465,786.8,4.3904
5080.0,60.4473,786.7,4.388
5081.0,60.448,786.6,4.3855
5082.0,60.4487,786.4,4.383
5083.0,60.4494,786.3,4.3806
5084.0,60.4502,786.2,4.3781
5085.0,60.4509,786.0,4.3756
5086.0,60.4516,785.9,4.3731
5087.0,60.4523,785.8,4.3707
5088.0,60.453,785.6,4.3682
5089.0,60.4537,785.5,4.3657
5090.0,60.4544,785.3,4.3633
5091.0,60.4551,785.2,4.3608
5092.0,60.4558,785.1,4.3583
5093.0,60.4565,784.9,4.3559
5094.0,60.4573,784.8,4.3534
5095.0,60.458,784.6,4.351
5096.0,60.4587,784.5,4.3485
5097.0,60.4595,784.4,4.3461
5098.0,60.4602,784.2,4.3436
5099.0,60.4609,784.1,4.3412
5100.0,60.4616,784.0,4.3387
5101.0,60.4623,783.9,4.3362
5102.0,60.463,783.7,4.3338
5103.0,60.4637,783.6,4.3314
5104.0,60.4644,783.5,4.3289
5105.0,60.4652,783.3,4.3265
5106.0,60.4658,783.2,4.3241
5107.0,62.6936,906.9,5.0051
5108.0,60.4674,782.9,4.3192
5109.0,60.4682,782.8,4.3168
5110.0,60.4688,782.6,4.3144
5111.0,60.4695,782.5,4.3119
5112.0,60.4702,782.4,4.3095
5113.0,60.4709,782.3,4.307
5114.0,60.4716,782.1,4.3046
5115.0,60.4724,782.0,4.3022
5116.0,60.4731,781.8,4.2998
5117.0,60.4738,781.7,4.2974
5118.0,60.4745,781.6,4.295
5119.0,60.4753,781.4,4.2926
5120.0,60.476,781.3,4.2901
5121.0,60.4767,781.2,4.2877
5122.0,60.4774,781.1,4.2853
5123.0,60.4782,780.9,4.2829
5124.0,60.4789,780.8,4.2805
5125.0,60.4796,780.6,4.2781
5126.0,60.4803,780.5,4.2756
5127.0,60.481,780.4,4.2732
5128.0,60.4818,780.2,4.2708
5129.0,60.4825,780.1,4.2684
5130.0,60.4832,780.0,4.266
5131.0,60.4839,779.8,4.2636
5132.0,60.4847,779.7,4.2612
5133.0,60.4854,779.6,4.2588
5134.0,60.4861,779.4,4.2564
5135.0,60.4868,779.3,4.254
5136.0,60.4876,779.2,4.2517
5137.0,60.4883,779.0,4.2493
5138.0,60.489,778.9,4.2469
5139.0,60.4897,778.8,4.2445
5140.0,60.4904,778.7,4.2421
5141.0,60.4912,778.5,4.2397
5142.0,60.4919,778.4,4.2373
5143.0,60.4926,778.2,4.2349
5144.0,60.4933,778.1,4.2326
5145.0,60.494,777.9,4.2302
5146.0,60.4947,777.8,4.2278
5147.0,60.4955,777.7,4.2254
5148.0,60.4962,777.5,4.223
5149.0,60.4969,777.4,4.2206
5150.0,60.4976,777.2,4.2183
5151.0,60.4983,777.1,4.2159
5152.0,60.499,776.9,4.2135
5153.0,60.4998,776.8,4.2111
5154.0,60.5005,776.7,4.2087
5155.0,60.5012,776.5,4.2063
5156.0,60.5019,776.4,4.204
5157.0,60.5026,776.2,4.2016
5158.0,60.5034,776.1,4.1992
5159.0,60.5041,776.0,4.1969
5160.0,60.5048,775.9,4.1945
5161.0,60.5056,775.7,4.1922
5162.0,60.5063,775.6,4.1898
5163.0,60.507,775.5,4.1874
5164.0,60.5078,775.3,4.1851
5165.0,60.5085,775.2,4.1827
5166.0,60.5092,775.1,4.1803
5167.0,60.5099,774.9,4.178
5168.0,60.5107,774.8,4.1756
5169.0,60.5114,774.7,4.1733
5170.0,60.5121,774.5,4.1709
5171.0,60.5129,774.4,4.1686
5172.0,60.5136,774.2,4.1663
5173.0,60.5143,774.1,4.1639
5174.0,60.515,774.0,4.1616
5175.0,60.5157,773.8,4.1592
5176.0,60.5164,773.7,4.1568
5177.0,60.5171,773.6,4.1545
5178.0,60.5178,773.4,4.1521
5179.0,60.5186,773.3,4.1498
5180.0,60.5193,773.1,4.1475
5181.0,60.5201,773.0,4.1452
5182.0,60.5208,772.8,4.1429
5183.0,60.5216,772.7,4.1405
5184.0,60.5223,772.6,4.1382
5185.0,60.5231,772.4,4.1358
5186.0,60.5238,772.3,4.1335
5187.0,60.5246,772.2,4.1312
5188.0,60.5273,772.2,4.1295
5189.0,60.5259,771.9,4.1265
5190.0,60.5267,771.8,4.1242
5191.0,60.5273,771.7,4.1219
5192.0,60.528,771.5,4.1196
5193.0,60.5287,771.3,4.1172
5194.0,60.5295,771.2,4.1149
5195.0,60.6003,774.8,4.1326
5196.0,60.5309,770.9,4.1102
5197.0,60.5317,770.8,4.108
5198.0,60.5324,770.7,4.1056
5199.0,60.5331,770.5,4.1033
5200.0,60.5339,770.4,4.101
5201.0,60.998,795.2,4.2315
5202.0,60.758,782.1,4.1602
5203.0,60.537,770.0,4.0944
5204.0,60.5364,769.8,4.0917
5205.0,60.5373,769.7,4.0894
5206.0,60.538,769.5,4.0871
5207.0,60.5387,769.4,4.0848
5208.0,60.5394,769.3,4.0824
5209.0,60.5401,769.2,4.0801
5210.0,60.5408,769.0,4.0779
5211.0,60.5415,768.9,4.0756
5212.0,60.5422,768.7,4.0733
5213.0,60.5429,768.6,4.0709
5214.0,60.5436,768.4,4.0686
5215.0,60.5442,768.3,4.0663
5216.0,60.5449,768.1,4.064
5217.0,60.5457,768.0,4.0618
5218.0,60.5482,768.0,4.0599
5219.0,60.5472,767.7,4.0572
5220.0,60.5479,767.5,4.0548
5221.0,60.5486,767.4,4.0526
5222.0,60.5493,767.3,4.0503
5223.0,60.55,767.2,4.048
5224.0,60.5507,767.0,4.0457
5225.0,60.5514,766.9,4.0434
5226.0,60.5521,766.8,4.0411
5227.0,60.5528,766.6,4.0389
5228.0,60.5535,766.5,4.0366
5229.0,60.5542,766.4,4.0343
5230.0,60.5549,766.2,4.032
5231.0,60.5556,766.1,4.0297
5232.0,60.5564,765.9,4.0275
5233.0,60.5571,765.8,4.0252
5234.0,60.5578,765.6,4.0229
5235.0,60.5585,765.5,4.0206
5236.0,60.5592,765.4,4.0184
5237.0,60.5599,765.2,4.0161
5238.0,60.5606,765.1,4.0138
5239.0,60.5613,764.9,4.0116
5240.0,60.562,764.8,4.0093
5241.0,60.5628,764.7,4.007
5242.0,60.5635,764.5,4.0048
5243.0,60.5642,764.4,4.0025
5244.0,60.5649,764.3,4.0002
5245.0,60.5656,764.1,3.998
5246.0,60.5663,764.0,3.9957
5247.0,60.567,763.8,3.9935
5248.0,60.5677,763.7,3.9912
5249.0,60.5684,763.5,3.9889
5250.0,60.5692,763.4,3.9867
5251.0,60.5705,763.3,3.9846
5252.0,60.5706,763.1,3.9822
5253.0,60.5717,763.0,3.9801
5254.0,60.5722,762.8,3.9778
5255.0,60.5727,762.7,3.9755
5256.0,60.5734,762.6,3.9731
5257.0,60.5741,762.4,3.9709
5258.0,60.5748,762.3,3.9687
5259.0,60.5755,762.1,3.9665
5260.0,60.5762,762.0,3.9642
5261.0,60.5777,761.9,3.9622
5262.0,60.5782,761.7,3.9598
5263.0,60.5788,761.6,3.9576
5264.0,60.5792,761.4,3.9553
5265.0,60.5799,761.3,3.953
5266.0,60.5805,761.1,3.9508
5267.0,60.5813,761.0,3.9486
5268.0,60.582,760.8,3.9463
5269.0,60.5838,760.8,3.9444
5270.0,60.584,760.6,3.942
5271.0,60.5843,760.4,3.9397
5272.0,60.5848,760.3,3.9374
5273.0,60.586,760.2,3.9353
5274.0,60.5875,760.1,3.9333
5275.0,60.5869,759.8,3.9307
5276.0,60.6997,765.7,3.9595
5277.0,60.8237,772.1,3.9914
5278.0,60.5892,759.5,3.9241
5279.0,60.5899,759.3,3.9219
5280.0,60.5906,759.1,3.9196
5281.0,60.6889,764.2,3.9443
5282.0,60.5919,758.9,3.9152
5283.0,60.5926,758.7,3.913
5284.0,60.5932,758.6,3.9107
5285.0,60.594,758.5,3.9085
5286.0,60.5948,758.3,3.9063
5287.0,60.5955,758.2,3.9042
5288.0,60.5963,758.0,3.9019
5289.0,60.5971,757.9,3.8997
5290.0,60.5978,757.7,3.8976
5291.0,60.5985,757.6,3.8954
5292.0,60.5992,757.5,3.8931
5293.0,60.5998,757.3,3.891
5294.0,60.6005,757.2,3.8887
5295.0,60.6011,757.0,3.8865
5296.0,60.6018,756.9,3.8843
5297.0,60.6026,756.7,3.8821
5298.0,60.6034,756.6,3.8799
5299.0,60.6042,756.5,3.8778
5300.0,60.6062,756.4,3.8759
5301.0,60.6064,756.2,3.8736
5302.0,60.6063,756.1,3.8712
5303.0,60.6071,755.9,3.869
5304.0,60.6077,755.7,3.8668
5305.0,60.6085,755.6,3.8647
5306.0,60.6091,755.4,3.8624
